regulator;gene_name;direction;evidence;regulator_gene
Pip2p;CDC31;-;Doc;PIP2
Hap2p;CDC31;-;Doc;HAP2
Hms1p;CDC31;-;Doc;HMS1
Spt2p;CDC31;-;Doc;SPT2
Gat1p;CDC31;-;Doc;GAT1
Cup9p;CDC31;-;Doc;CUP9
Tye7p;CDC31;-;Doc;TYE7
Rim101p;CDC31;-;Doc;RIM101
Aro80p;CDC31;-;Doc;ARO80
Thi2p;CDC31;-;Doc;THI2
Cin5p;CDC31;-;Doc;CIN5
Gal4p;CDC31;-;Doc;GAL4
Mth1p;CDC31;-;Doc;MTH1
Ace2p;CDC31;-;Doc;ACE2
Gcn4p;TRE2;-;Doc;GCN4
Pdr3p;TRE2;-;Doc;PDR3
Yap1p;TRE2;-;Doc;YAP1
Cbf1p;TRE2;-;Doc;CBF1
Met31p;TRE2;-;Doc;MET31
Hfi1p;TRE2;-;Doc;HFI1
Rpn4p;TRE2;-;Doc;RPN4
Pdr1p;TRE2;-;Doc;PDR1
Tec1p;TRE2;-;Doc;TEC1
Ixr1p;TRE2;-;Doc;IXR1
Gcn4p;COG4;-;Doc;GCN4
Pdr3p;COG4;-;Doc;PDR3
Yap1p;COG4;-;Doc;YAP1
Cbf1p;COG4;-;Doc;CBF1
Met31p;COG4;-;Doc;MET31
Rpn4p;COG4;-;Doc;RPN4
Pdr1p;COG4;-;Doc;PDR1
Ino2p;COG4;-;Doc;INO2
Mbp1p;COG4;-;Doc;MBP1
Tec1p;COG4;-;Doc;TEC1
Ixr1p;COG4;-;Doc;IXR1
Ecm22p;COG4;-;Doc;ECM22
Gcn4p;FHL1;-;Doc;GCN4
Pdr1p;FHL1;-;Doc;PDR1
Ino2p;FHL1;-;Doc;INO2
Tec1p;FHL1;-;Doc;TEC1
Fhl1p;FHL1;-;Doc;FHL1
Rim101p;FHL1;-;Doc;RIM101
Pdr3p;PRE2;-;Doc;PDR3
Yap1p;PRE2;-;Doc;YAP1
Cbf1p;PRE2;-;Doc;CBF1
Rpn4p;PRE2;-;Doc;RPN4
Pdr1p;PRE2;-;Doc;PDR1
Met28p;PRE2;-;Doc;MET28
Asg1p;PRE2;-;Doc;ASG1
Gcn4p;MRPL51;-;Doc;GCN4
Cbf1p;MRPL51;-;Doc;CBF1
Pdr1p;MRPL51;-;Doc;PDR1
Flo8p;MRPL51;-;Doc;FLO8
Gcn4p;NAT5;-;Doc;GCN4
Yap1p;NAT5;-;Doc;YAP1
Met31p;NAT5;-;Doc;MET31
Rpn4p;NAT5;-;Doc;RPN4
Pdr1p;NAT5;-;Doc;PDR1
Rsf2p;NAT5;-;Doc;RSF2
Pip2p;NAT5;-;Doc;PIP2
Dal82p;NAT5;-;Doc;DAL82
Hms1p;NAT5;-;Doc;HMS1
Mot3p;NAT5;-;Doc;MOT3
Cup9p;NAT5;-;Doc;CUP9
Tye7p;NAT5;-;Doc;TYE7
Thi2p;NAT5;-;Doc;THI2
Cin5p;NAT5;-;Doc;CIN5
Gal4p;NAT5;-;Doc;GAL4
Yap7p;NAT5;-;Doc;YAP7
Gcn4p;TMA16;-;Doc;GCN4
Pdr3p;TMA16;-;Doc;PDR3
Yap1p;TMA16;-;Doc;YAP1
Met31p;TMA16;-;Doc;MET31
Rap1p;TMA16;-;Doc;RAP1
Spt3p;TMA16;-;Doc;SPT3
Rpn4p;TMA16;-;Doc;RPN4
Pdr1p;TMA16;-;Doc;PDR1
Ino2p;TMA16;-;Doc;INO2
Tup1p;TMA16;-;Doc;TUP1
Put3p;TMA16;-;Doc;PUT3
Gln3p;TMA16;-;Doc;GLN3
Kar4p;TMA16;-;Doc;KAR4
Pip2p;TMA16;-;Doc;PIP2
Dal82p;TMA16;-;Doc;DAL82
Hap2p;TMA16;-;Doc;HAP2
Mcm1p;TMA16;-;Doc;MCM1
Hms1p;TMA16;-;Doc;HMS1
Rox1p;TMA16;-;Doc;ROX1
Mot3p;TMA16;-;Doc;MOT3
Cup9p;TMA16;-;Doc;CUP9
Tye7p;TMA16;-;Doc;TYE7
Rim101p;TMA16;-;Doc;RIM101
Aro80p;TMA16;-;Doc;ARO80
Rds2p;TMA16;-;Doc;RDS2
Thi2p;TMA16;-;Doc;THI2
Abf1p;TMA16;-;Doc;ABF1
YJL206C;TMA16;-;Doc;YJL206
Cin5p;TMA16;-;Doc;CIN5
Gal4p;TMA16;-;Doc;GAL4
Crz1p;TMA16;-;Doc;CRZ1
Rgt1p;TMA16;-;Doc;RGT1
Gcn4p;TUM1;-;Doc;GCN4
Cbf1p;TUM1;-;Doc;CBF1
Rpn4p;TUM1;-;Doc;RPN4
Pdr1p;TUM1;-;Doc;PDR1
Dal82p;TUM1;-;Doc;DAL82
Mcm1p;TUM1;-;Doc;MCM1
Arr1p;TUM1;-;Doc;ARR1
Rox1p;TUM1;-;Doc;ROX1
Ndt80p;TUM1;-;Doc;NDT80
Sfp1p;CLP1;-;Doc;SFP1
Xbp1p;CLP1;-;Doc;XBP1
Yap1p;CLP1;-;Doc;YAP1
Rpn4p;CLP1;-;Doc;RPN4
Pdr1p;CLP1;-;Doc;PDR1
Ino2p;CLP1;-;Doc;INO2
Mga2p;CLP1;-;Doc;MGA2
Mcm1p;CLP1;-;Doc;MCM1
Gat1p;CLP1;-;Doc;GAT1
Stb5p;CLP1;-;Doc;STB5
Mga1p;CLP1;-;Doc;MGA1
Rof1p;CLP1;-;Doc;ROF1
Gcn4p;ENV9;-;Doc;GCN4
Sok2p;ENV9;-;Doc;SOK2
Pdr3p;ENV9;-;Doc;PDR3
Yap1p;ENV9;-;Doc;YAP1
Cbf1p;ENV9;-;Doc;CBF1
Met31p;ENV9;-;Doc;MET31
Hfi1p;ENV9;-;Doc;HFI1
Rpn4p;ENV9;-;Doc;RPN4
Pdr1p;ENV9;-;Doc;PDR1
Msn2p;ENV9;-;Doc;MSN2
Rox1p;ENV9;-;Doc;ROX1
Ndt80p;ENV9;-;Doc;NDT80
Bas1p;DGA1;-;Doc;BAS1
Gcn4p;DGA1;-;Doc;GCN4
Sfp1p;DGA1;-;Doc;SFP1
Sok2p;DGA1;-;Doc;SOK2
Pdr3p;DGA1;-;Doc;PDR3
Yap1p;DGA1;-;Doc;YAP1
Ino2p;DGA1;-;Doc;INO2
Met28p;DGA1;-;Doc;MET28
Adr1p;DGA1;-;Doc;ADR1
Gat1p;DGA1;-;Doc;GAT1
Fhl1p;DGA1;-;Doc;FHL1
Bas1p;ESA1;-;Doc;BAS1
Gcn4p;ESA1;-;Doc;GCN4
Sfp1p;ESA1;-;Doc;SFP1
Pdr3p;ESA1;-;Doc;PDR3
Yap1p;ESA1;-;Doc;YAP1
Cbf1p;ESA1;-;Doc;CBF1
Met31p;ESA1;-;Doc;MET31
Rap1p;ESA1;-;Doc;RAP1
Sut1p;ESA1;-;Doc;SUT1
Pdr1p;ESA1;-;Doc;PDR1
Ino2p;ESA1;-;Doc;INO2
Hsf1p;ESA1;-;Doc;HSF1
Cst6p;ESA1;-;Doc;CST6
Snf2p;ESA1;-;Doc;SNF2
Tup1p;ESA1;-;Doc;TUP1
Met28p;ESA1;-;Doc;MET28
Mcm1p;ESA1;-;Doc;MCM1
Gcn4p;PUS7;-;Doc;GCN4
Yap1p;PUS7;-;Doc;YAP1
Met31p;PUS7;-;Doc;MET31
Rpn4p;PUS7;-;Doc;RPN4
Pdr1p;PUS7;-;Doc;PDR1
Yrr1p;PUS7;-;Doc;YRR1
Put3p;PUS7;-;Doc;PUT3
Gln3p;PUS7;-;Doc;GLN3
Rph1p;PUS7;-;Doc;RPH1
Kar4p;PUS7;-;Doc;KAR4
Fhl1p;PUS7;-;Doc;FHL1
Stb5p;PUS7;-;Doc;STB5
Ndt80p;PUS7;-;Doc;NDT80
Aca1p;PUS7;-;Doc;ACA1
Aro80p;PUS7;-;Doc;ARO80
Thi2p;PUS7;-;Doc;THI2
Yap3p;PUS7;-;Doc;YAP3
Rgt1p;PUS7;-;Doc;RGT1
Swi5p;PUS7;-;Doc;SWI5
Gcn4p;SSP2;-;Doc;GCN4
Sfp1p;SSP2;-;Doc;SFP1
Pdr3p;SSP2;-;Doc;PDR3
Yap1p;SSP2;-;Doc;YAP1
Cbf1p;SSP2;-;Doc;CBF1
Rpn4p;SSP2;-;Doc;RPN4
Pdr1p;SSP2;-;Doc;PDR1
Swi4p;SSP2;-;Doc;SWI4
Ste12p;SSP2;-;Doc;STE12
Rtg3p;SSP2;-;Doc;RTG3
Mac1p;SSP2;-;Doc;MAC1
Sfp1p;MET7;-;Doc;SFP1
Pdr3p;MET7;-;Doc;PDR3
Yap1p;MET7;-;Doc;YAP1
Cbf1p;MET7;-;Doc;CBF1
Met31p;MET7;-;Doc;MET31
Rpn4p;MET7;-;Doc;RPN4
Pdr1p;MET7;-;Doc;PDR1
Met28p;MET7;-;Doc;MET28
Mcm1p;MET7;-;Doc;MCM1
Ndt80p;MET7;-;Doc;NDT80
Bas1p;ABP140;-;Doc;BAS1
Gcn4p;ABP140;-;Doc;GCN4
Xbp1p;ABP140;-;Doc;XBP1
Yap1p;ABP140;-;Doc;YAP1
Met31p;ABP140;-;Doc;MET31
Spt3p;ABP140;-;Doc;SPT3
Rpn4p;ABP140;-;Doc;RPN4
Pdr1p;ABP140;-;Doc;PDR1
Ino2p;ABP140;-;Doc;INO2
Put3p;ABP140;-;Doc;PUT3
Gln3p;ABP140;-;Doc;GLN3
Kar4p;ABP140;-;Doc;KAR4
Met4p;ABP140;-;Doc;MET4
Pip2p;ABP140;-;Doc;PIP2
Yhp1p;ABP140;-;Doc;YHP1
Cup9p;ABP140;-;Doc;CUP9
Tye7p;ABP140;-;Doc;TYE7
Stb5p;ABP140;-;Doc;STB5
Aca1p;ABP140;-;Doc;ACA1
Aro80p;ABP140;-;Doc;ARO80
Rds2p;ABP140;-;Doc;RDS2
Thi2p;ABP140;-;Doc;THI2
Yap3p;ABP140;-;Doc;YAP3
Cin5p;ABP140;-;Doc;CIN5
Gal4p;ABP140;-;Doc;GAL4
Skn7p;ABP140;-;Doc;SKN7
Phd1p;ABP140;-;Doc;PHD1
Rgt1p;ABP140;-;Doc;RGT1
Rsc30p;ABP140;-;Doc;RSC30
Swi5p;ABP140;-;Doc;SWI5
Gcn4p;DFR1;-;Doc;GCN4
Sfp1p;DFR1;-;Doc;SFP1
Pdr3p;DFR1;-;Doc;PDR3
Yap1p;DFR1;-;Doc;YAP1
Cbf1p;DFR1;-;Doc;CBF1
Met31p;DFR1;-;Doc;MET31
Rpn4p;DFR1;-;Doc;RPN4
Pdr1p;DFR1;-;Doc;PDR1
Ino2p;DFR1;-;Doc;INO2
Kar4p;DFR1;-;Doc;KAR4
Pip2p;DFR1;-;Doc;PIP2
Mga2p;DFR1;-;Doc;MGA2
Hap2p;DFR1;-;Doc;HAP2
Mot3p;DFR1;-;Doc;MOT3
Tye7p;DFR1;-;Doc;TYE7
Aro80p;DFR1;-;Doc;ARO80
Thi2p;DFR1;-;Doc;THI2
Cin5p;DFR1;-;Doc;CIN5
Fkh1p;DFR1;-;Doc;FKH1
Smp1p;DFR1;-;Doc;SMP1
Gcn4p;RPL33B;-;Doc;GCN4
Sfp1p;RPL33B;-;Doc;SFP1
Pdr3p;RPL33B;-;Doc;PDR3
Yap1p;RPL33B;-;Doc;YAP1
Rpn4p;RPL33B;-;Doc;RPN4
Pdr1p;RPL33B;-;Doc;PDR1
Tec1p;RPL33B;-;Doc;TEC1
Put3p;RPL33B;-;Doc;PUT3
Gln3p;RPL33B;-;Doc;GLN3
Msn2p;RPL33B;-;Doc;MSN2
Pip2p;RPL33B;-;Doc;PIP2
Dal82p;RPL33B;-;Doc;DAL82
Haa1p;RPL33B;-;Doc;HAA1
Hap2p;RPL33B;-;Doc;HAP2
Gsm1p;RPL33B;-;Doc;GSM1
Hms1p;RPL33B;-;Doc;HMS1
Cup9p;RPL33B;-;Doc;CUP9
Tye7p;RPL33B;-;Doc;TYE7
Aro80p;RPL33B;-;Doc;ARO80
Rds2p;RPL33B;-;Doc;RDS2
Thi2p;RPL33B;-;Doc;THI2
Cin5p;RPL33B;-;Doc;CIN5
Gal4p;RPL33B;-;Doc;GAL4
Yap7p;RPL33B;-;Doc;YAP7
Fkh1p;RPL33B;-;Doc;FKH1
Swi5p;RPL33B;-;Doc;SWI5
Msn1p;RPL33B;-;Doc;MSN1
Gcn4p;MKK1;-;Doc;GCN4
Pdr3p;MKK1;-;Doc;PDR3
Yap1p;MKK1;-;Doc;YAP1
Cbf1p;MKK1;-;Doc;CBF1
Met31p;MKK1;-;Doc;MET31
Rpn4p;MKK1;-;Doc;RPN4
Tec1p;MKK1;-;Doc;TEC1
Yrr1p;MKK1;-;Doc;YRR1
Met28p;MKK1;-;Doc;MET28
Ndt80p;MKK1;-;Doc;NDT80
YPR015C;MKK1;-;Doc;YPR015
Pdr3p;WTM2;-;Doc;PDR3
Cbf1p;WTM2;-;Doc;CBF1
Rpn4p;WTM2;-;Doc;RPN4
Pdr1p;WTM2;-;Doc;PDR1
Ino2p;WTM2;-;Doc;INO2
Tup1p;WTM2;-;Doc;TUP1
Met28p;WTM2;-;Doc;MET28
Msn2p;WTM2;-;Doc;MSN2
Yox1p;WTM2;-;Doc;YOX1
Ixr1p;WTM2;-;Doc;IXR1
Rox1p;WTM2;-;Doc;ROX1
Gcn4p;RPB8;-;Doc;GCN4
Sfp1p;RPB8;-;Doc;SFP1
Pdr3p;RPB8;-;Doc;PDR3
Yap1p;RPB8;-;Doc;YAP1
Rpn4p;RPB8;-;Doc;RPN4
Pdr1p;RPB8;-;Doc;PDR1
Hap4p;RPB8;-;Doc;HAP4
Pip2p;RPB8;-;Doc;PIP2
Yap5p;RPB8;-;Doc;YAP5
Dal82p;RPB8;-;Doc;DAL82
Hap2p;RPB8;-;Doc;HAP2
Fhl1p;RPB8;-;Doc;FHL1
Thi2p;RPB8;-;Doc;THI2
Bas1p;ODC2;-;Doc;BAS1
Pdr3p;ODC2;-;Doc;PDR3
Yap1p;ODC2;-;Doc;YAP1
Met31p;ODC2;-;Doc;MET31
Hfi1p;ODC2;-;Doc;HFI1
Spt3p;ODC2;-;Doc;SPT3
Rpn4p;ODC2;-;Doc;RPN4
Pdr1p;ODC2;-;Doc;PDR1
Ume6p;ODC2;-;Doc;UME6
Tec1p;ODC2;-;Doc;TEC1
Yrr1p;ODC2;-;Doc;YRR1
Swi4p;ODC2;-;Doc;SWI4
Snf2p;ODC2;-;Doc;SNF2
Tup1p;ODC2;-;Doc;TUP1
Gln3p;ODC2;-;Doc;GLN3
Msn2p;ODC2;-;Doc;MSN2
Dal82p;ODC2;-;Doc;DAL82
Mcm1p;ODC2;-;Doc;MCM1
Gat3p;ODC2;-;Doc;GAT3
Gcr2p;ODC2;-;Doc;GCR2
Tye7p;ODC2;-;Doc;TYE7
Pho2p;ODC2;-;Doc;PHO2
Cad1p;ODC2;-;Doc;CAD1
Gcn4p;MCT1;-;Doc;GCN4
Pdr3p;MCT1;-;Doc;PDR3
Yap1p;MCT1;-;Doc;YAP1
Tec1p;MCT1;-;Doc;TEC1
Gln3p;MCT1;-;Doc;GLN3
Msn2p;MCT1;-;Doc;MSN2
Msn4p;MCT1;-;Doc;MSN4
Gcn4p;STE13;-;Doc;GCN4
Pdr3p;STE13;-;Doc;PDR3
Yap1p;STE13;-;Doc;YAP1
Cbf1p;STE13;-;Doc;CBF1
Rgm1p;STE13;-;Doc;RGM1
Pdr1p;STE13;-;Doc;PDR1
Tec1p;STE13;-;Doc;TEC1
Rtg3p;STE13;-;Doc;RTG3
Met28p;STE13;-;Doc;MET28
Kar4p;STE13;-;Doc;KAR4
Mga2p;STE13;-;Doc;MGA2
Gcn4p;RUD3;-;Doc;GCN4
Sfp1p;RUD3;-;Doc;SFP1
Pdr3p;RUD3;-;Doc;PDR3
Cbf1p;RUD3;-;Doc;CBF1
Met31p;RUD3;-;Doc;MET31
Spt3p;RUD3;-;Doc;SPT3
Rpn4p;RUD3;-;Doc;RPN4
Pdr1p;RUD3;-;Doc;PDR1
Cst6p;RUD3;-;Doc;CST6
Snf2p;RUD3;-;Doc;SNF2
Tup1p;RUD3;-;Doc;TUP1
Gat1p;RUD3;-;Doc;GAT1
Bas1p;AIM41;-;Doc;BAS1
Gcn4p;AIM41;-;Doc;GCN4
Sfp1p;AIM41;-;Doc;SFP1
Sok2p;AIM41;-;Doc;SOK2
Pdr3p;AIM41;-;Doc;PDR3
Yap1p;AIM41;-;Doc;YAP1
Cbf1p;AIM41;-;Doc;CBF1
Met31p;AIM41;-;Doc;MET31
Rap1p;AIM41;-;Doc;RAP1
Hfi1p;AIM41;-;Doc;HFI1
Spt3p;AIM41;-;Doc;SPT3
Gcr1p;AIM41;-;Doc;GCR1
Cst6p;AIM41;-;Doc;CST6
Snf2p;AIM41;-;Doc;SNF2
Tup1p;AIM41;-;Doc;TUP1
Rph1p;AIM41;-;Doc;RPH1
Met28p;AIM41;-;Doc;MET28
Pip2p;AIM41;-;Doc;PIP2
Mga2p;AIM41;-;Doc;MGA2
Dal82p;AIM41;-;Doc;DAL82
Hap2p;AIM41;-;Doc;HAP2
Mcm1p;AIM41;-;Doc;MCM1
Arr1p;AIM41;-;Doc;ARR1
Gcr2p;AIM41;-;Doc;GCR2
Gat1p;AIM41;-;Doc;GAT1
Tye7p;AIM41;-;Doc;TYE7
Rim101p;AIM41;-;Doc;RIM101
Sfl1p;AIM41;-;Doc;SFL1
Rsc30p;AIM41;-;Doc;RSC30
Mal13p;AIM41;-;Doc;MAL13
Gcn4p;STE4;-;Doc;GCN4
Pdr3p;STE4;-;Doc;PDR3
Yap1p;STE4;-;Doc;YAP1
Cbf1p;STE4;-;Doc;CBF1
Met31p;STE4;-;Doc;MET31
Rpn4p;STE4;-;Doc;RPN4
Pdr1p;STE4;-;Doc;PDR1
Tup1p;STE4;-;Doc;TUP1
Rph1p;STE4;-;Doc;RPH1
Met28p;STE4;-;Doc;MET28
Ixr1p;STE4;-;Doc;IXR1
Yhp1p;STE4;-;Doc;YHP1
Mcm1p;STE4;-;Doc;MCM1
Gcn4p;MGM1;-;Doc;GCN4
Pdr3p;MGM1;-;Doc;PDR3
Yap1p;MGM1;-;Doc;YAP1
Rpn4p;MGM1;-;Doc;RPN4
Pdr1p;MGM1;-;Doc;PDR1
Ino2p;MGM1;-;Doc;INO2
Cst6p;MGM1;-;Doc;CST6
Snf2p;MGM1;-;Doc;SNF2
Tup1p;MGM1;-;Doc;TUP1
Met28p;MGM1;-;Doc;MET28
Rox1p;MGM1;-;Doc;ROX1
YGR067C;MGM1;-;Doc;YGR067
Gcn4p;RPB10;-;Doc;GCN4
Sfp1p;RPB10;-;Doc;SFP1
Pdr3p;RPB10;-;Doc;PDR3
Yap1p;RPB10;-;Doc;YAP1
Spt3p;RPB10;-;Doc;SPT3
Rpn4p;RPB10;-;Doc;RPN4
Pdr1p;RPB10;-;Doc;PDR1
Ino2p;RPB10;-;Doc;INO2
Cst6p;RPB10;-;Doc;CST6
Put3p;RPB10;-;Doc;PUT3
Gln3p;RPB10;-;Doc;GLN3
Kar4p;RPB10;-;Doc;KAR4
Pip2p;RPB10;-;Doc;PIP2
Hap2p;RPB10;-;Doc;HAP2
Hms1p;RPB10;-;Doc;HMS1
Cup9p;RPB10;-;Doc;CUP9
Tye7p;RPB10;-;Doc;TYE7
Stb5p;RPB10;-;Doc;STB5
Aca1p;RPB10;-;Doc;ACA1
Aro80p;RPB10;-;Doc;ARO80
Rds2p;RPB10;-;Doc;RDS2
Thi2p;RPB10;-;Doc;THI2
Yap3p;RPB10;-;Doc;YAP3
Cin5p;RPB10;-;Doc;CIN5
Gal4p;RPB10;-;Doc;GAL4
Skn7p;RPB10;-;Doc;SKN7
Phd1p;RPB10;-;Doc;PHD1
Yap7p;RPB10;-;Doc;YAP7
Rgt1p;RPB10;-;Doc;RGT1
Ace2p;RPB10;-;Doc;ACE2
Swi5p;RPB10;-;Doc;SWI5
Gcn4p;NPT1;-;Doc;GCN4
Xbp1p;NPT1;-;Doc;XBP1
Pdr3p;NPT1;-;Doc;PDR3
Yap1p;NPT1;-;Doc;YAP1
Rpn4p;NPT1;-;Doc;RPN4
Pdr1p;NPT1;-;Doc;PDR1
Met28p;NPT1;-;Doc;MET28
Mga2p;NPT1;-;Doc;MGA2
Bas1p;PTP2;-;Doc;BAS1
Gcn4p;PTP2;-;Doc;GCN4
Pdr3p;PTP2;-;Doc;PDR3
Yap1p;PTP2;-;Doc;YAP1
Cbf1p;PTP2;-;Doc;CBF1
Met31p;PTP2;-;Doc;MET31
Rap1p;PTP2;-;Doc;RAP1
Hsf1p;PTP2;-;Doc;HSF1
Gln3p;PTP2;-;Doc;GLN3
Mga2p;PTP2;-;Doc;MGA2
Yap1p;RET1;-;Doc;YAP1
Rpn4p;RET1;-;Doc;RPN4
Pdr1p;RET1;-;Doc;PDR1
Met28p;RET1;-;Doc;MET28
Msn2p;RET1;-;Doc;MSN2
Ndt80p;RET1;-;Doc;NDT80
Opi1p;RET1;-;Doc;OPI1
Arg81p;RET1;-;Doc;ARG81
Gcn4p;NOC2;-;Doc;GCN4
Pdr3p;NOC2;-;Doc;PDR3
Yap1p;NOC2;-;Doc;YAP1
Met31p;NOC2;-;Doc;MET31
Rpn4p;NOC2;-;Doc;RPN4
Pdr1p;NOC2;-;Doc;PDR1
Rph1p;NOC2;-;Doc;RPH1
Msn2p;NOC2;-;Doc;MSN2
Msn4p;NOC2;-;Doc;MSN4
Rim101p;NOC2;-;Doc;RIM101
Rlm1p;NOC2;-;Doc;RLM1
Ndt80p;NOC2;-;Doc;NDT80
Fkh1p;NOC2;-;Doc;FKH1
Gcn4p;GEP3;-;Doc;GCN4
Sfp1p;GEP3;-;Doc;SFP1
Pdr3p;GEP3;-;Doc;PDR3
Yap1p;GEP3;-;Doc;YAP1
Met31p;GEP3;-;Doc;MET31
Rap1p;GEP3;-;Doc;RAP1
Rpn4p;GEP3;-;Doc;RPN4
Pdr1p;GEP3;-;Doc;PDR1
Tec1p;GEP3;-;Doc;TEC1
Ixr1p;GEP3;-;Doc;IXR1
Spt10p;GEP3;-;Doc;SPT10
Rim101p;GEP3;-;Doc;RIM101
Reb1p;GEP3;-;Doc;REB1
Aft1p;GEP3;-;Doc;AFT1
Xbp1p;DED1;-;Doc;XBP1
Pdr3p;DED1;-;Doc;PDR3
Yap1p;DED1;-;Doc;YAP1
Cbf1p;DED1;-;Doc;CBF1
Met31p;DED1;-;Doc;MET31
Mig3p;DED1;-;Doc;MIG3
Rpn4p;DED1;-;Doc;RPN4
Pdr1p;DED1;-;Doc;PDR1
Ino2p;DED1;-;Doc;INO2
Ste12p;DED1;-;Doc;STE12
Msn2p;DED1;-;Doc;MSN2
Msn4p;DED1;-;Doc;MSN4
Ndt80p;DED1;-;Doc;NDT80
Bas1p;HIS3;-;Doc;BAS1
Gcn4p;HIS3;-;Doc;GCN4
Pdr3p;HIS3;-;Doc;PDR3
Yap1p;HIS3;-;Doc;YAP1
Met31p;HIS3;-;Doc;MET31
Rap1p;HIS3;-;Doc;RAP1
Spt3p;HIS3;-;Doc;SPT3
Rpn4p;HIS3;-;Doc;RPN4
Pdr1p;HIS3;-;Doc;PDR1
Tec1p;HIS3;-;Doc;TEC1
Yrr1p;HIS3;-;Doc;YRR1
Kar4p;HIS3;-;Doc;KAR4
Msn2p;HIS3;-;Doc;MSN2
Mcm1p;HIS3;-;Doc;MCM1
Tye7p;HIS3;-;Doc;TYE7
Fhl1p;HIS3;-;Doc;FHL1
Leu3p;HIS3;-;Doc;LEU3
Ifh1p;HIS3;-;Doc;IFH1
Pdr3p;MRM1;-;Doc;PDR3
Yap1p;MRM1;-;Doc;YAP1
Met31p;MRM1;-;Doc;MET31
Rpn4p;MRM1;-;Doc;RPN4
Pdr1p;MRM1;-;Doc;PDR1
Ino2p;MRM1;-;Doc;INO2
Tec1p;MRM1;-;Doc;TEC1
Met28p;MRM1;-;Doc;MET28
Rsf2p;MRM1;-;Doc;RSF2
Dal82p;MRM1;-;Doc;DAL82
Rox1p;MRM1;-;Doc;ROX1
Mga1p;MRM1;-;Doc;MGA1
Xbp1p;BFR1;-;Doc;XBP1
Pdr3p;BFR1;-;Doc;PDR3
Yap1p;BFR1;-;Doc;YAP1
Cbf1p;BFR1;-;Doc;CBF1
Met31p;BFR1;-;Doc;MET31
Hfi1p;BFR1;-;Doc;HFI1
Rpn4p;BFR1;-;Doc;RPN4
Pdr1p;BFR1;-;Doc;PDR1
Rsf2p;BFR1;-;Doc;RSF2
Mga2p;BFR1;-;Doc;MGA2
Rim101p;BFR1;-;Doc;RIM101
Gcn4p;MCA1;-;Doc;GCN4
Xbp1p;MCA1;-;Doc;XBP1
Pdr3p;MCA1;-;Doc;PDR3
Rpn4p;MCA1;-;Doc;RPN4
Pdr1p;MCA1;-;Doc;PDR1
Gcn4p;SLK19;-;Doc;GCN4
Sfp1p;SLK19;-;Doc;SFP1
Pdr3p;SLK19;-;Doc;PDR3
Yap1p;SLK19;-;Doc;YAP1
Rap1p;SLK19;-;Doc;RAP1
Spt3p;SLK19;-;Doc;SPT3
Rpn4p;SLK19;-;Doc;RPN4
Pdr1p;SLK19;-;Doc;PDR1
Ino2p;SLK19;-;Doc;INO2
Cst6p;SLK19;-;Doc;CST6
Gln3p;SLK19;-;Doc;GLN3
Kar4p;SLK19;-;Doc;KAR4
Yap5p;SLK19;-;Doc;YAP5
Yhp1p;SLK19;-;Doc;YHP1
Cup9p;SLK19;-;Doc;CUP9
Rim101p;SLK19;-;Doc;RIM101
Swi6p;SLK19;-;Doc;SWI6
Fkh1p;SLK19;-;Doc;FKH1
Rgt1p;SLK19;-;Doc;RGT1
Sfp1p;TOA1;-;Doc;SFP1
Pdr3p;TOA1;-;Doc;PDR3
Yap1p;TOA1;-;Doc;YAP1
Cbf1p;TOA1;-;Doc;CBF1
Met31p;TOA1;-;Doc;MET31
Rap1p;TOA1;-;Doc;RAP1
Spt3p;TOA1;-;Doc;SPT3
Gcr1p;TOA1;-;Doc;GCR1
Pdr1p;TOA1;-;Doc;PDR1
Ino2p;TOA1;-;Doc;INO2
Yrr1p;TOA1;-;Doc;YRR1
Put3p;TOA1;-;Doc;PUT3
Gln3p;TOA1;-;Doc;GLN3
Flo8p;TOA1;-;Doc;FLO8
Msn2p;TOA1;-;Doc;MSN2
Yox1p;TOA1;-;Doc;YOX1
Pip2p;TOA1;-;Doc;PIP2
Yhp1p;TOA1;-;Doc;YHP1
Mcm1p;TOA1;-;Doc;MCM1
Hms1p;TOA1;-;Doc;HMS1
Stp1p;TOA1;-;Doc;STP1
Oaf1p;TOA1;-;Doc;OAF1
Gat1p;TOA1;-;Doc;GAT1
Cup9p;TOA1;-;Doc;CUP9
Tye7p;TOA1;-;Doc;TYE7
Rim101p;TOA1;-;Doc;RIM101
Stb5p;TOA1;-;Doc;STB5
Ndt80p;TOA1;-;Doc;NDT80
Aca1p;TOA1;-;Doc;ACA1
Aro80p;TOA1;-;Doc;ARO80
Rds2p;TOA1;-;Doc;RDS2
Thi2p;TOA1;-;Doc;THI2
Yap3p;TOA1;-;Doc;YAP3
Abf1p;TOA1;-;Doc;ABF1
Reb1p;TOA1;-;Doc;REB1
Cin5p;TOA1;-;Doc;CIN5
Gal4p;TOA1;-;Doc;GAL4
Gis1p;TOA1;-;Doc;GIS1
Hal9p;TOA1;-;Doc;HAL9
Rgt1p;TOA1;-;Doc;RGT1
Swi5p;TOA1;-;Doc;SWI5
Msn1p;TOA1;-;Doc;MSN1
Bas1p;THI72;-;Doc;BAS1
Gcn4p;THI72;-;Doc;GCN4
Sok2p;THI72;-;Doc;SOK2
Pdr3p;THI72;-;Doc;PDR3
Yap1p;THI72;-;Doc;YAP1
