gene_name	0pc_KM-1	0pc_KM-2	0pc_KM-3	0pc_100d-1	0pc_100d-2	0pc_100d-3	4pc_KM-1	4pc_KM-2	4pc_KM-3	4pc_100d-1	4pc_100d-2	4pc_100d-3	6pc_KM-1	6pc_KM-2	6pc_KM-3	6pc_100d-1	6pc_100d-2	6pc_100d-3
KLMA_20101	71.153354	74.520289	74.204295	597.0676	393.62837	308.81	474.50477	445.06298	414.45712	692.69823	607.96251	714.88325	179.44407	218.27357	250.48346	628.17939	716.75192	636.5171
KLMA_20103	23.020203	22.770088	23.65934	37.634585	34.948313	12.428885	23.173489	15.677365	24.379831	13.939748	27.113251	24.233331	18.888849	8.2888699	9.1843936	14.917189	14.08157	13.324835
KLMA_20104	1.0463728	0	1.0754246	0	0	0.9560681	0	3.483859	1.0599926	0	0	0	1.8888849	0	0	0	1.408157	0
KLMA_20107	104.63728	65.205253	40.866134	174.94996	194.9748	224.676	120.28144	135.8705	160.05889	189.79503	136.60907	138.79089	153.94412	329.71282	366.5408	153.31555	112.65256	172.19786
KLMA_20119	134.9821	154.2156	133.35265	170.88136	132.43571	104.21142	33.104984	47.032096	42.399706	46.108396	37.541424	53.974236	110.49977	113.28122	122.7369	86.188202	121.1015	70.724122
KLMA_20122	341.11755	404.68657	339.83416	786.25768	668.61642	540.17847	233.94188	216.87022	640.23555	630.50551	580.84926	551.85903	367.38812	491.80628	519.33571	385.36071	415.40632	351.57063
KLMA_20124	50.225897	35.190137	54.846653	47.806094	116.80094	186.43328	8.8279956	9.5806122	8.4799411	55.75899	45.883963	55.075751	38.722141	56.180118	91.008991	37.292972	32.387611	64.574198
KLMA_20131	1249.3692	1249.2499	1088.3297	1146.3291	837.83983	848.0324	457.95227	532.15946	550.13618	539.361	646.54675	660.90902	920.83141	1011.2421	1011.9532	537.0188	485.81417	528.89343
KLMA_20141	81.617082	101.43039	62.374625	480.09525	437.77361	461.78089	123.59194	150.6769	334.95767	494.3249	421.29821	403.1545	209.66623	472.46558	514.32604	372.10099	328.10058	413.06987
KLMA_20144	723.04364	681.03265	723.76073	2167.5487	2139.2047	1697.0209	3707.7582	3287.0209	2814.2805	2814.7567	3085.6965	2855.1269	769.72062	904.4078	895.0609	1267.961	1178.6274	1165.4105
KLMA_20152	12.556474	10.35004	5.3771228	25.428774	37.707391	43.023064	7.7244962	8.7096474	20.13986	43.963819	51.09805	23.131816	29.277717	43.286321	57.611196	29.834378	22.530512	28.699644
KLMA_20154	829.77367	795.91809	831.30319	1770.8598	1067.7629	850.90061	505.40275	535.64332	425.05705	855.68605	642.37549	620.15296	625.22092	655.74171	789.02291	827.07524	747.73137	814.86488
KLMA_20163	148.58494	103.5004	133.35265	1001.8937	590.44256	441.70346	166.62842	154.16076	139.91903	333.48165	207.52065	276.48027	130.33306	233.00934	328.13334	255.24967	283.03956	255.22183
KLMA_20164	15.695593	6.2100241	7.527972	263.44209	158.1871	96.562878	15.448992	16.54833	18.019875	53.614414	26.070434	31.943936	26.444389	36.839422	60.950976	70.44228	50.693652	68.674147
KLMA_20176	23.020203	45.540177	9.6788211	70.183415	82.772321	83.177924	27.587486	67.93525	94.339345	90.072215	82.38257	90.324232	66.110973	74.599829	55.106362	103.59159	87.305735	67.64916
KLMA_20177	44.994032	66.240257	49.46953	293.95662	207.8505	176.8726	50.760975	64.451391	65.719544	64.337297	56.312137	71.598477	148.27747	159.3305	187.02765	149.17189	154.89727	158.87303
KLMA_20178	8.3709828	15.52506	6.4525474	65.09766	58.860317	38.242724	13.241993	7.8386827	19.079868	22.518054	18.770712	20.928785	49.111009	35.918436	43.417133	35.635507	53.509966	37.924529
KLMA_20182	436.33748	489.5569	478.56393	628.59928	503.99147	376.69083	182.07741	182.9026	210.93854	246.6263	184.57867	220.30301	589.3321	583.90483	668.79084	437.57087	481.5897	477.64407
KLMA_20183	909.298	836.28325	897.97951	332.60836	519.62624	646.30203	1659.6632	1437.0918	1094.9724	983.28835	987.54803	982.5514	772.55394	733.10449	627.0436	701.93661	722.38455	749.2657
KLMA_20186	60.689625	54.855213	68.827172	549.26151	113.12217	90.826469	326.63584	327.48274	253.33824	197.30104	128.26653	165.22725	305.05492	244.06117	215.41578	268.5094	294.30482	318.77104
KLMA_20194	177.88338	143.86556	191.42557	189.19008	164.62495	210.33498	61.795969	57.483673	67.839529	159.77095	123.05245	148.70453	320.166	256.03398	303.91993	251.93474	281.6314	258.29679
KLMA_20200	13.602847	17.595068	13.980519	57.977604	49.663393	51.627677	27.587486	26.999907	94.339345	79.349333	70.91158	70.496962	64.222088	111.43925	121.90195	60.497488	76.040479	86.098931
KLMA_20201	161.14142	157.32061	165.61538	887.97277	629.98933	499.06755	442.50328	418.06308	409.15716	568.31279	542.26502	561.77266	261.61057	311.29311	301.4151	409.39396	336.54953	370.02041
KLMA_20216	214.50643	195.61576	234.44256	222.75606	326.49082	304.98572	121.38494	173.32198	230.0184	194.08418	216.90601	172.93786	232.33285	274.45369	268.0173	293.37138	246.42748	237.79705
KLMA_20222	153.81681	107.64042	125.82467	437.37491	169.22341	96.562878	73.934463	45.290167	66.779536	60.048144	59.440589	49.568176	120.88864	128.93798	161.97931	84.530736	76.040479	116.84855
KLMA_20226	259.50047	294.97615	288.21378	202.41304	256.5942	315.50247	614.6492	606.19146	560.73611	496.46947	467.18217	420.77874	170.94409	242.2192	242.96896	338.12295	298.52929	307.49618
KLMA_20235	221.83104	162.49563	243.04595	418.04904	354.0816	236.14882	267.04687	243.87013	233.19838	367.79488	345.17254	354.68784	125.61085	158.40951	206.23138	232.04516	242.20301	271.62163
KLMA_20238	209.27457	196.65076	184.97303	363.12289	293.38189	264.83086	103.72895	123.67699	179.13876	210.1685	240.89081	176.2424	255.94391	302.08326	273.86192	382.87451	337.95768	356.69557
KLMA_20249	48.133151	39.330153	41.941558	53.909	144.39172	162.53158	56.278472	89.709369	102.81929	53.614414	40.669876	46.263631	84.999823	128.01699	124.40679	67.956082	91.530206	153.74809
KLMA_20251	228.10928	185.26572	296.81718	225.80751	293.38189	302.11752	188.69841	180.2897	172.7788	201.5902	172.06486	179.54695	300.33271	252.35004	298.07532	276.79673	277.40693	271.62163
KLMA_20261	4.1854914	14.490056	4.3016983	12.205811	26.671081	21.989566	56.278472	46.161131	38.159735	60.048144	60.483406	58.380296	12.277752	16.57774	16.698897	28.176912	49.285495	38.949516
KLMA_20266	36.62305	47.610185	36.564435	182.07002	127.83725	108.99176	22.069989	26.999907	44.519691	90.072215	58.397771	71.598477	99.16646	124.33305	94.348771	102.76286	60.550751	110.69863
KLMA_20269	10606.035	11800.081	9839.0594	2740.2046	3689.8061	3887.3729	12903.219	13381.502	13319.868	11295.485	11152.932	10955.668	6852.8746	6760.9549	6698.7627	14455.585	13918.224	12975.314
KLMA_20271	109.86915	81.765318	61.2992	141.38398	150.82956	150.10269	979.90752	965.8999	808.77438	722.7223	851.98177	815.12112	113.3331	79.204757	101.86327	507.18442	615.36461	414.09486
KLMA_20275	3747.0612	3779.8347	3638.1613	3817.3675	3575.7643	3336.6777	5200.7929	4918.3379	4580.2282	4640.8637	5330.8823	4900.6403	1311.8306	1307.7995	1275.7958	1526.5257	1374.3612	1333.5084
KLMA_20279	71.153354	76.590298	56.997502	431.272	354.0816	386.25151	140.14443	138.48339	160.05889	209.09621	172.06486	198.2727	147.33303	191.56499	230.44478	316.5759	311.2027	323.89598
KLMA_20284	332.74656	444.01672	372.0969	585.87894	825.88383	889.14333	192.00891	138.48339	154.75893	158.69867	128.26653	170.73483	484.49899	391.41886	390.7542	425.96861	536.50782	506.34371
KLMA_20287	130.79661	149.04058	81.732267	274.63076	317.2939	267.69907	107.03945	186.38646	288.318	292.7347	303.45985	269.87118	184.16628	220.11554	221.26039	407.73649	359.08004	358.74555
KLMA_20291	377.7406	472.99684	401.13336	278.69936	382.59206	446.4838	441.39978	458.12746	461.0968	703.42111	629.86168	589.31054	748.94288	711.92183	646.24733	743.37324	666.05827	680.59155
KLMA_20292	55.457761	47.610185	36.564435	146.46974	228.08373	114.72817	118.07444	144.58015	185.49871	198.37333	188.74994	200.47573	136.94416	124.33305	115.22239	274.31053	236.57038	242.92198
KLMA_20295	144.39945	176.98569	174.21878	244.11623	296.14097	242.8413	92.693954	96.677087	133.55907	134.03603	137.65189	143.19695	142.61081	186.96007	227.10501	143.37076	119.69335	130.17338
KLMA_20303	19997.231	19022.339	21088	20178.24	20280.138	19847.018	39156.575	39636.735	36567.626	37225.56	41741.893	38576.158	46546.847	50776.696	50189.371	38694.359	38487.747	39476.36
KLMA_20313	21.97383	8.2800322	1.0754246	22.377321	40.466468	39.198792	118.07444	114.96735	97.519323	149.04807	147.03725	165.22725	14.166637	26.708581	28.388126	98.619192	78.856793	96.348804
KLMA_20315	739.7856	501.97695	838.83116	264.45925	206.01111	221.8078	12.138494	10.451577	12.719912	23.590342	11.470991	19.82727	26.444389	29.471537	49.261748	23.204516	14.08157	34.849567
KLMA_20328	3.1391185	5.1750201	5.3771228	9.1543585	17.474157	20.07743	8.8279956	8.7096474	19.079868	24.66263	17.727895	15.42121	24.555504	20.261682	23.378456	36.464239	25.346826	21.524733
KLMA_20334	40.808541	42.435165	36.564435	128.16102	153.58864	172.09226	12.138494	7.8386827	13.779904	43.963819	42.755511	60.583326	11.33331	22.103653	18.368787	46.409032	47.877338	47.149415
KLMA_20338	10.463728	2.070008	1.0754246	31.531679	69.896627	29.638111	39.72598	30.483766	67.839529	96.505945	119.92399	78.207567	14.166637	22.103653	27.553181	71.271013	73.224165	68.674147
KLMA_20345	2480.95	2509.8847	2437.9875	555.36442	502.15208	608.05931	1411.3758	1468.4466	1367.3905	1657.7577	1527.7274	1431.9695	1778.3852	1509.4953	1436.9401	2295.5896	2184.0515	2016.15
KLMA_20355	390.29707	363.28641	341.98501	163.7613	553.65486	652.03844	126.90244	138.48339	138.85904	173.7107	116.79554	126.67423	697.94299	739.55139	657.93656	496.41089	522.42625	589.36768
KLMA_20361	276.24243	298.08116	210.78322	325.4883	461.68561	413.02142	232.83838	299.61187	420.81708	327.04793	317.01647	297.40906	305.05492	392.33984	323.95861	334.80801	359.08004	353.62061
KLMA_20365	84.7562	113.85044	79.581418	282.76796	124.15848	80.30972	9.9314951	12.193506	24.379831	35.385513	16.685078	24.233331	70.833186	63.548003	81.824598	73.757211	80.26495	75.849058
KLMA_20368	34.530304	52.785205	20.433067	29.497377	42.305853	38.242724	2291.9684	2153.0248	1968.4063	1173.0834	1432.831	1339.4423	41.555469	44.207306	51.766582	111.05018	104.20362	76.874045
KLMA_20371	7.3246099	7.2450281	9.6788211	7.1200566	8.2772321	7.6485448	4.4139978	4.3548237	1.0599926	2.1445766	0	4.4060601	6.6110973	5.5259133	5.8446141	5.801129	7.040785	6.1499236
KLMA_20375	207.18182	221.49086	254.87562	310.23104	1064.0842	962.76057	686.37666	680.22347	617.97571	1118.3967	1277.4512	1124.6468	427.83244	405.23364	412.46277	795.5834	820.95554	777.96534
KLMA_20377	257.40772	185.26572	239.81968	174.94996	296.14097	355.65733	78.348461	67.064285	71.019507	90.072215	80.296936	79.309082	547.77663	386.81393	410.79288	400.2779	380.20239	459.1943
KLMA_20379	13.602847	16.560064	9.6788211	13.222962	46.904315	56.408018	41.932979	47.903061	71.019507	82.566197	74.040032	57.278781	83.110938	67.231945	50.931637	117.68004	105.61178	104.5487
KLMA_20380	1008.7034	1036.039	956.05244	305.14528	513.18839	1016.3004	967.76902	994.64174	949.7534	533.99956	474.48189	446.11359	546.83219	671.39846	792.36268	401.93536	328.10058	387.44519
KLMA_20382	178.92976	157.32061	154.86114	206.48164	188.53695	248.57771	25.380487	37.451484	44.519691	56.831279	51.09805	53.974236	361.72147	281.82158	375.72519	216.29924	239.38669	300.32127
KLMA_20384	0	0	1.0754246	5.0857547	2.7590774	1.9121362	1.1034995	1.7419295	1.0599926	1.0722883	1.0428173	1.101515	0.94444247	1.8419711	4.1747244	0.82873271	1.408157	6.1499236
KLMA_20391	289.84528	276.34607	250.57392	673.35393	600.55918	568.86052	402.7773	574.83673	772.73463	773.11985	762.29948	616.84841	310.72157	333.39677	343.16234	760.77663	747.73137	788.21521
KLMA_20392	625.73096	635.49247	511.90209	2091.2623	1284.8104	1210.3822	528.57624	528.6756	597.83585	1001.5173	786.28428	858.0802	424.05467	793.88954	981.89517	752.4893	740.69059	1057.7869
KLMA_20401	456.21856	458.50678	493.61988	291.92232	377.07391	369.04229	686.37666	674.99768	770.61465	844.96316	848.85332	788.68476	410.83248	417.20645	384.07464	494.75343	478.77338	497.11883
KLMA_20402	276.24243	279.45109	229.06543	978.49921	699.88596	617.61999	282.49586	276.96679	338.13765	499.68634	431.72638	424.08328	250.27726	318.661	420.81222	329.83562	280.22324	280.84651
KLMA_20404	60.689625	35.190137	62.374625	11.18866	44.145238	38.242724	16.552492	13.064471	13.779904	30.024072	14.599443	14.319695	81.222053	79.204757	59.281086	71.271013	49.285495	94.298829
KLMA_20416	15.695593	35.190137	8.6033965	63.063359	57.940625	47.803405	56.278472	93.193228	116.59919	83.638486	107.41019	78.207567	88.777593	107.75531	106.038	89.503133	87.305735	73.799084
KLMA_20427	23992.283	26505.418	26079.046	16147.271	8205.4961	8352.2109	41253.224	37651.806	40494.899	15847.348	14610.914	16301.321	95045.857	102735.94	94587.565	28514.206	31017.474	30626.62
KLMA_20431	99.40542	92.115358	70.978021	90.526434	260.27297	223.71993	75.037963	94.064192	103.87928	169.42155	106.36737	131.08029	140.72193	116.04418	146.9503	189.77979	176.01963	190.64763
KLMA_20435	78.477963	75.555293	78.505993	40.686038	57.020932	48.759473	8.8279956	23.516048	24.379831	9.6505945	9.3853561	11.01515	160.55522	97.624468	68.46548	71.271013	115.46887	112.7486
KLMA_20441	667.58588	670.68261	731.28871	833.04662	1074.2008	1199.8655	1990.713	1751.5101	1741.5679	1604.1433	1701.8779	1636.8513	1014.3312	1010.3211	1029.487	1074.8663	1022.322	1142.8608
KLMA_20453	30.344813	26.910105	47.318681	95.612189	150.82956	149.14662	212.97539	196.83803	271.35812	266.99978	255.49025	302.91663	112.38865	118.80714	107.70789	158.28795	197.14198	204.99745
KLMA_20455	275.19606	205.9658	250.57392	313.28249	281.42589	269.6112	76.141462	60.967532	78.439455	93.28908	95.939196	95.831807	361.72147	309.45114	349.00696	285.91278	333.73321	308.52117
KLMA_20456	426.92012	401.58156	380.7003	716.07427	741.27212	454.13235	2824.9586	2316.7662	1836.9672	1986.9502	2057.4786	2113.8073	469.38791	488.12234	420.81222	891.7164	766.03741	627.29221
KLMA_20458	3.1391185	6.2100241	5.3771228	7.1200566	10.116617	7.6485448	5.5174973	8.7096474	18.019875	7.506018	9.3853561	28.639391	11.33331	12.893798	10.854283	6.6298617	16.897884	12.299847
KLMA_20460	208.2282	225.63088	179.5959	269.545	400.06622	297.33718	28.690986	44.419202	26.499816	25.734919	21.899164	19.82727	78.388725	59.86406	59.281086	82.873271	91.530206	78.92402
KLMA_20461	2410.843	1808.152	2543.3791	1283.6445	2633.0795	2905.4909	1047.221	1163.6089	1294.251	926.45707	709.1158	865.79081	1683.9409	1745.2676	1542.1432	2216.0313	2461.4585	2250.872
KLMA_20469	3449.8913	3414.4783	3255.3102	1506.4005	2307.5084	2474.3042	4558.5562	4501.1458	4230.4306	4779.1889	4985.7097	4992.0661	2415.8838	1725.0059	1669.8897	3674.6008	3685.1469	3060.612
KLMA_20472	132.88935	94.185366	123.67383	152.57264	127.83725	132.89347	23.173489	29.612801	30.739787	99.72281	79.254118	88.121202	294.66605	281.82158	316.44411	131.7685	128.14229	150.67313
KLMA_20477	57.550507	41.400161	33.338162	175.96711	162.78557	135.76167	116.97094	112.35445	109.17924	107.22883	69.868762	92.527262	124.66641	118.80714	102.69822	176.52007	218.26434	170.14789
KLMA_20481	25.112948	27.945109	27.961039	28.480226	51.502778	58.320154	167.73192	190.74128	154.75893	91.144504	85.511022	99.136352	88.777593	170.38233	148.62019	62.154953	64.775222	92.248854
KLMA_20489	246.94399	259.78601	251.64935	326.50545	251.07604	194.08182	25.380487	53.999814	65.719544	102.93967	55.269319	68.293932	192.66626	182.35514	237.12434	226.24403	247.83563	197.82254
KLMA_20494	169.5124	157.32061	125.82467	667.25102	653.90134	559.29984	477.81526	447.67588	504.5565	737.73434	680.95973	652.09689	248.38837	292.8734	335.64784	457.46046	470.32444	438.69455
KLMA_20496	38.715795	36.225141	66.676323	95.612189	125.99787	89.870401	40.82948	49.64499	86.919396	70.771026	46.926781	48.466661	130.33306	91.177569	96.01866	150.00062	177.42778	181.42275
KLMA_20504	47.086778	32.085125	29.036463	191.22438	197.73388	144.36628	103.72895	125.41892	240.61833	347.4214	377.49988	279.78482	57.610991	42.365335	57.611196	246.13361	191.50935	212.17237
KLMA_20505	176.83701	296.01115	153.78571	519.76413	220.72619	201.73037	98.211451	89.709369	92.21936	172.63841	113.66709	157.51665	156.77745	158.40951	207.06633	249.44855	202.77461	193.72259
KLMA_20506	376.69422	415.03661	310.7977	291.92232	423.05853	423.53817	920.31854	1183.6411	1071.6526	1782.1431	1985.5242	1796.571	793.33168	752.44519	646.24733	940.61163	919.52653	923.51353
KLMA_20507	380.87972	352.93637	287.13836	409.91183	355.00129	343.22845	1024.0475	1118.3187	998.51307	1649.1794	1711.2633	1880.2861	282.3883	255.113	293.9006	488.12357	508.34468	411.0199
KLMA_20510	946.96743	824.8982	925.94055	1101.5745	1234.2273	1291.648	350.91283	320.51503	374.1774	418.19243	301.37421	338.16511	1152.2198	1174.2566	1178.1072	970.446	1018.0975	993.21267
KLMA_20516	146.4922	172.84567	158.08741	147.48689	239.12004	367.13015	164.42142	214.25733	255.45823	198.37333	215.86319	191.66361	311.66602	297.47833	296.40543	206.35444	190.1012	165.02295
KLMA_20519	265.7787	233.91091	187.12387	1180.9122	699.88596	603.27897	357.53382	391.93414	554.37615	649.8067	612.13378	568.38175	775.38727	990.05946	975.21561	769.89269	650.56854	768.74045
KLMA_20520	108.82278	180.0907	79.581418	264.45925	155.42803	155.8391	347.60233	419.80501	332.83769	277.72266	298.24576	281.98785	114.27754	137.22685	166.15403	224.58656	222.48881	223.44723
KLMA_20522	37.669422	24.840096	24.734765	80.354925	89.210169	50.671609	22.069989	30.483766	27.559809	22.518054	23.984799	40.756056	91.61092	38.681393	30.058015	70.44228	115.46887	71.749109
KLMA_20523	187.30074	185.26572	189.27472	390.58596	278.66682	335.5799	82.762459	92.322263	148.39897	177.99985	202.30657	185.05452	143.55526	166.69838	162.81425	209.66938	154.89727	163.99796
KLMA_20531	95.219929	106.60541	116.14585	263.44209	323.73175	250.48984	40.82948	105.38673	236.37836	197.30104	182.49304	185.05452	158.66634	152.8836	174.50348	185.63613	139.40754	156.82305
KLMA_20535	70.106981	42.435165	59.148351	207.49879	136.11448	124.28885	22.069989	29.612801	40.27972	92.216792	59.440589	82.613627	97.277575	143.67374	141.94063	64.641151	60.550751	67.64916
KLMA_20536	444.70846	442.98172	366.71978	199.36159	258.43358	285.86436	736.03414	739.44907	747.29481	765.61383	771.68484	728.10143	891.5537	803.09939	728.07193	701.93661	725.20086	657.01684
KLMA_20541	37.669422	47.610185	18.282218	123.07526	134.2751	121.42065	126.90244	166.35427	232.13839	239.12029	257.57588	230.21664	74.610955	111.43925	96.853605	110.22145	107.01993	115.82356
KLMA_20547	18.834711	27.945109	16.131369	193.25868	304.4182	198.86216	743.75863	863.99703	681.57527	514.69837	666.36028	673.02568	395.7214	189.72302	237.95929	379.55958	499.89574	659.06682
KLMA_20548	136.02847	138.69054	152.71029	83.406377	205.09142	262.91873	424.84729	403.25668	389.0173	335.62623	328.48746	363.49996	430.66577	315.89804	391.58915	822.93158	756.18031	765.66549
KLMA_20557	346.34941	262.89102	306.496	130.19532	251.07604	256.22625	96.004453	94.935157	134.61907	166.20468	141.82316	143.19695	252.16614	272.61172	252.9883	237.84629	228.12144	231.64712
KLMA_20567	46.040405	55.890217	35.489011	20.343019	85.531399	46.847337	54.071473	75.773933	55.119617	33.240937	21.899164	30.842421	83.110938	81.967713	65.960645	108.56399	101.3873	131.19837
KLMA_20580	614.22086	656.19255	324.77822	760.82891	796.45367	960.84844	293.53085	305.70863	367.81745	467.51769	455.71118	489.07267	345.66595	442.99405	484.26803	405.2503	373.16161	371.04539
KLMA_20585	96.266302	112.81544	104.31618	139.34968	194.05511	174.96046	55.174973	75.773933	64.659551	93.28908	102.1961	71.598477	147.33303	159.3305	143.61052	116.85131	121.1015	122.99847
KLMA_20588	153.81681	120.06047	150.55944	73.234868	171.98249	176.8726	71.727465	79.257792	92.21936	95.433657	70.91158	80.410597	152.05524	148.27867	137.7659	128.45357	123.91782	108.64865
