gene_name	0pc_KM-1	0pc_KM-2	0pc_KM-3	0pc_100d-1	0pc_100d-2	0pc_100d-3	4pc_KM-1	4pc_KM-2	4pc_KM-3	4pc_100d-1	4pc_100d-2	4pc_100d-3	6pc_KM-1	6pc_KM-2	6pc_KM-3	6pc_100d-1	6pc_100d-2	6pc_100d-3
LRO1	503.30534	634.45746	576.42757	534.00425	587.68348	624.31247	839.76308	776.90055	731.39492	645.51754	550.60756	547.45297	1763.2741	1205.5701	1222.3593	1806.6373	1796.8083	1730.1785
LRP1	76.385218	73.485285	59.148351	160.70985	154.50833	147.23449	131.31644	268.25714	385.83732	290.59012	312.8452	270.9727	147.33303	231.16737	242.13401	163.26034	123.91782	166.04794
LSB3	1632.3416	1524.5609	1551.8377	2920.2404	2395.7989	2583.296	902.66255	1014.6739	993.2131	1655.6131	1661.208	1552.0347	1573.4412	1579.4902	1760.0638	1802.4936	1736.2576	1812.1775
LSB5	974.17312	1083.6492	992.61688	783.20623	1046.61	1008.6518	153.38642	160.25751	195.03865	293.80699	235.67672	221.40452	1142.7754	1076.6321	964.36133	729.28478	718.16007	773.86539
LSB6	536.78927	611.68738	566.74875	309.21389	392.70868	381.47117	355.32682	391.06317	412.33714	465.37311	434.85483	438.40298	419.33246	644.68988	642.07261	308.28857	246.42748	254.19684
LSC1	2469.4399	2273.9038	1859.4091	2383.1847	2357.1718	2542.1851	1533.8642	1448.4144	1486.1097	1254.5773	1077.2303	1191.8393	2025.8291	1915.6499	2175.8663	2790.343	2705.0696	2731.5911
LSC2	2880.6644	2955.9715	2096.0025	6494.5088	3972.1517	4218.1724	2394.5938	2591.9911	2616.0618	3355.19	3083.6109	3251.6724	3710.7145	4172.0645	4471.1298	4451.9521	4449.7762	4609.3678
LSG1	83.709828	101.43039	115.07043	117.98951	169.22341	202.68644	147.86893	169.83813	241.67832	224.10825	174.1505	171.83634	250.27726	448.51996	433.33639	235.36009	252.0601	396.67007
LSM1	313.91185	294.97615	259.17732	671.31962	597.8001	520.10104	89.383456	128.90278	241.67832	212.31308	168.93641	200.47573	256.88835	329.71282	324.79356	244.47615	236.57038	276.74656
LSM12	184.16162	159.39062	178.52048	306.16243	502.15208	425.4503	116.97094	177.67681	199.27862	184.43358	152.25133	160.82119	365.49924	347.21155	359.86124	316.5759	353.44741	338.2458
LSM2	81.617082	81.765318	81.732267	302.09383	309.01667	252.40198	116.97094	256.06363	345.5576	276.65038	257.57588	274.27724	205.88846	236.69328	266.34741	365.47113	349.22294	321.846
LSM3	81.617082	60.030233	91.411088	232.92757	183.0188	127.15706	88.279956	140.22532	197.15863	170.49384	177.27895	139.89241	141.66637	128.93798	134.42612	165.74654	171.79516	147.59817
LSM4	486.56337	462.6468	400.05794	896.10998	817.6066	713.2268	368.56882	644.51391	940.21347	891.07156	813.39753	784.2787	708.33186	690.73916	751.45039	999.45165	950.50598	928.63847
LSM5	178.92976	119.02546	127.97552	433.3063	452.48869	365.21801	112.55694	206.41864	286.19801	362.43344	319.10211	293.003	214.38844	267.08581	311.43444	302.48744	302.75376	300.32127
LSM6	328.56107	315.67623	335.53247	396.68887	576.64717	587.02581	220.69989	269.12811	408.09717	418.19243	375.41424	392.13935	448.61017	468.78164	492.61748	556.90838	481.5897	545.29323
LSM7	153.81681	166.63565	166.69081	209.53309	264.87143	244.75343	174.35291	278.70872	352.97755	355.99971	342.04409	326.04845	381.55476	390.49787	389.91926	461.60412	447.79393	432.54463
LSP1	10276.428	9482.7068	10102.538	4649.397	4161.6084	5030.8303	3885.4216	3938.5026	4117.0114	3569.6477	3039.8126	3434.5238	5712.9325	5488.1529	5420.4621	7168.5379	7101.3358	7162.6111
LST4	381.92609	378.81147	359.19181	532.9871	681.49211	743.82098	551.74973	544.35297	644.47552	750.6018	637.1614	676.33023	571.3877	570.09005	704.69347	788.12481	812.50659	815.88987
LST7	114.05464	186.30072	101.08991	234.96187	224.40496	244.75343	118.07444	131.51568	192.91866	210.1685	187.70712	223.60755	243.66616	324.18691	338.98762	239.50375	222.48881	223.44723
LST8	204.0427	245.29595	147.33317	263.44209	308.09697	370.95442	162.21442	210.77347	378.41737	319.54191	360.8148	344.7742	383.44364	527.72472	540.20933	407.73649	335.14137	432.54463
LTE1	266.82508	296.01115	315.0994	253.27059	293.38189	229.45634	66.209967	53.999814	57.239603	64.337297	34.412972	51.771206	363.61035	209.9847	188.69754	281.76912	285.85587	289.04641
LTP1	89.988065	77.625302	98.93906	135.28108	208.77019	211.29105	73.934463	121.0641	145.21899	144.75892	139.73752	156.41513	250.27726	284.58453	331.47311	280.94039	284.44772	296.22132
LTV1	91.034438	75.555293	67.751748	63.063359	194.05511	215.11532	311.18685	383.22449	561.7961	453.57794	404.61313	348.07875	208.72179	357.34239	382.40475	191.43726	174.61147	266.49669
LUC7	160.09505	117.99046	88.184815	569.60453	529.74286	366.17408	113.66044	254.32171	563.91608	437.49362	452.58273	351.38329	213.444	291.03143	321.45378	359.67	298.52929	344.39572
LYP1	1747.4427	1856.7972	1832.5235	2579.4948	1473.3473	1867.201	556.16372	556.54647	659.31542	912.51733	714.32988	815.12112	1059.6645	1792.2379	1929.5576	615.7484	575.93622	681.61654
LYS1	105.68366	121.09547	102.16533	132.22962	267.63051	242.8413	290.22036	315.28924	364.63747	383.8792	349.34381	351.38329	691.33189	635.48003	755.62511	540.33373	474.54891	519.66855
LYS12	74.292472	140.76055	101.08991	50.857547	96.567708	103.25535	57.381972	75.773933	76.31947	70.771026	54.226502	48.466661	679.05414	454.96686	491.78253	327.34942	298.52929	391.54514
LYS14	147.53857	155.2506	154.86114	253.27059	412.94191	255.27018	487.74676	523.44981	543.77622	390.31293	403.57031	356.89087	473.16568	324.18691	326.46345	532.0464	635.07881	447.91944
LYS2	68.014235	80.730314	69.902597	266.49355	250.15635	277.25975	240.56288	243.87013	224.71844	249.84317	156.4226	202.67876	560.99883	355.50042	402.44343	781.49495	770.26188	749.2657
LYS21	646.65842	2755.1807	565.67332	469.92374	690.68904	728.52389	908.18005	928.44842	1047.2727	699.13196	508.89486	554.06206	4037.4916	3049.3831	2913.1227	2388.4077	2386.8261	2463.0444
LYS4	75.338845	129.3755	68.827172	131.21247	151.74926	171.13619	327.73934	349.25686	366.75745	402.1081	367.07171	367.90602	296.55494	303.00424	393.25904	351.38267	261.9172	309.54616
LYS5	41.854914	67.275261	58.072927	46.788943	43.225546	54.495882	22.069989	29.612801	27.559809	47.180684	37.541424	26.436361	63.277646	68.15293	78.484818	60.497488	60.550751	65.599185
LYS9	307.63362	430.56167	305.42058	202.41304	373.39514	469.42944	657.68567	659.32031	722.91498	315.25275	291.98886	265.46512	1766.1074	1498.4435	1733.3456	1203.3199	1194.1171	1254.5844
MAC1	212.41369	276.34607	198.95355	600.11906	612.51518	530.61779	205.2509	283.06354	745.17483	449.28879	429.64075	410.8651	304.11048	496.41121	405.78321	483.9799	460.46734	431.51964
MAD1	331.70019	271.17105	364.56893	307.17959	313.61513	308.81	64.002968	65.322356	80.559441	80.421621	45.883963	87.019687	222.88842	197.09091	207.90127	166.57527	163.34621	174.24784
MAD2	4.1854914	5.1750201	5.3771228	36.617434	34.028621	18.165294	1.1034995	1.7419295	2.1199853	12.867459	4.1712694	8.8121202	14.166637	10.130841	14.194063	15.745921	29.571297	21.524733
MAE1	115.10101	136.62053	101.08991	44.754642	124.15848	174.00439	5383.9738	5055.9503	4085.2116	4303.0929	4341.2486	4586.7086	766.88729	1393.4511	1535.4636	1732.0514	1724.9923	1741.4534
MAF1	796.28974	767.97298	762.47602	1140.2262	807.48998	729.47996	302.35885	364.93423	367.81745	514.69837	492.20979	377.81965	396.66584	418.12744	452.54012	427.62608	395.69212	406.91995
MAG1	92.08081	112.81544	93.561937	281.75081	266.71081	250.48984	35.311983	51.38692	137.79904	115.80713	92.810744	109.04999	152.05524	211.82668	207.06633	146.68569	153.48911	146.57318
MAG2	291.93802	365.35642	298.96803	757.77745	738.51304	704.62219	453.53828	488.61122	573.45602	537.21643	530.79403	521.01661	506.22117	515.7519	578.6168	653.87011	618.18093	578.09282
MAK10	290.89165	330.16628	215.08491	1311.1076	358.68006	250.48984	133.52343	140.22532	129.3191	126.53002	110.53864	116.76059	342.83262	290.11045	307.25971	378.73085	392.87581	332.09588
MAK11	85.802573	63.135245	79.581418	122.05811	147.15079	164.44371	76.141462	94.064192	139.91903	188.72274	100.11047	125.57271	224.77731	300.24129	260.5028	133.42597	146.44833	265.4717
MAK16	41.854914	35.190137	32.262737	13.222962	34.028621	54.495882	69.520466	107.12866	120.83916	108.30112	36.498607	67.192417	115.22198	148.27867	130.2514	80.387073	83.081264	177.3228
MAK21	128.70386	85.905334	110.76873	205.46449	327.41052	364.26194	420.43329	467.70807	484.41664	502.9032	406.69876	392.13935	410.83248	618.90229	601.99525	286.74152	308.38639	516.59359
MAK3	37.669422	34.155133	27.961039	91.543585	117.72063	86.046129	33.104984	49.64499	50.879647	75.06018	68.825945	70.496962	80.27761	74.599829	70.970314	96.961727	61.958908	107.62366
MAK32	70.106981	73.485285	61.2992	51.874698	80.932936	99.431082	88.279956	95.806122	99.639308	128.67459	103.23892	117.86211	146.38858	133.5429	133.59118	160.77415	177.42778	157.84804
MAK5	66.967862	31.050121	39.790709	66.114811	91.049553	100.38715	67.313467	94.064192	144.159	253.06003	163.72232	159.71968	125.61085	250.50807	283.04631	163.26034	136.59123	203.97247
MAM3	1637.5735	1407.6055	1267.9256	1251.0957	1638.892	2245.804	1811.9461	1744.5424	1650.4085	2265.7451	2322.3542	2390.2876	1246.6641	1294.9057	1355.9505	1414.6467	1402.5244	1429.8572
MAM33	1320.5225	1368.2753	1380.8451	2268.2466	3330.2064	2790.7628	1158.6744	1416.1887	1969.4663	1321.0592	1216.9678	1116.9362	1228.7197	1492.9176	1604.764	2369.3468	2251.6431	2583.9929
MAP1	182.06888	154.2156	170.99251	478.06094	605.15764	621.44426	344.29183	336.19239	376.29739	455.72252	413.99849	421.88025	487.33232	442.99405	425.82189	507.18442	591.42594	582.19277
MAP2	394.48256	333.27129	400.05794	495.35251	974.87401	1033.5096	929.14654	882.28729	1258.2113	972.56547	788.36991	815.12112	1085.1644	958.74595	940.14793	1686.4711	1715.1352	1823.4524
MAS1	1538.1681	1504.8958	1431.3901	3671.9149	2599.0509	2123.4272	2493.9088	2528.4107	2623.4818	2612.0942	2423.5075	2399.0997	1223.9974	1153.9949	1288.3199	1890.3393	1775.686	1842.9271
MAS2	303.44813	371.56644	333.38162	715.05711	739.43274	609.01538	237.25238	256.06363	423.99706	463.22854	411.91285	364.60147	430.66577	515.7519	550.22867	720.99746	758.99663	781.0403
MATA1	7.3246099	6.2100241	5.3771228	0	0	0	0	0	5.2999632	0	0	0	6.6110973	2.7629566	4.1747244	0	0	0
MATA2	1.0463728	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83494487	0	0	1.0249873
MATALPHA1	43.94766	78.660306	58.072927	161.727	150.82956	99.431082	14.345493	26.128942	34.979757	80.421621	79.254118	85.918172	53.833221	65.389974	53.436472	112.70765	184.46857	134.27333
MBA1	233.34114	190.44074	208.63237	700.817	605.15764	502.89182	137.93743	131.51568	193.97865	194.08418	115.75273	134.38483	222.88842	200.77485	219.5905	534.5326	537.91598	606.79247
MBB1	346.34941	368.46143	326.92907	76.286321	79.093551	88.914333	2.2069989	5.2257885	7.4199485	13.939748	10.428173	12.116665	6.6110973	2.7629566	5.0096692	6.6298617	2.816314	5.1249364
MBF1	1957.7636	2048.273	2117.511	2101.4339	3041.423	2685.5953	3287.3249	3668.5035	3749.194	4265.5628	4322.4779	3967.6571	2569.828	2183.6567	2094.8767	4093.1109	3828.7789	3892.9017
MBP1	304.4945	256.681	316.17482	735.40013	500.3127	413.97749	113.66044	126.28989	185.49871	204.80706	188.74994	197.17119	209.66623	248.6661	299.74521	316.5759	309.79454	282.89649
MCA1	311.81911	313.60622	267.78072	908.31579	782.65828	653.95058	168.83542	215.99926	284.07803	289.51784	210.6491	242.33331	639.38755	803.09939	871.68245	517.12921	426.67157	453.04437
MCD1	318.09735	217.35084	286.06294	40.686038	101.16617	174.00439	43.036479	57.483673	30.739787	40.746955	34.412972	39.654541	240.83283	173.14528	214.58083	148.34316	159.12174	243.94697
MCD4	58.596879	34.155133	40.866134	71.200566	91.049553	75.52938	43.036479	23.516048	42.399706	35.385513	37.541424	37.451511	188.88849	169.46134	201.22171	155.80175	197.14198	182.44773
MCH1	46.040405	173.88068	35.489011	108.83515	93.808631	98.475014	88.279956	89.709369	116.59919	111.51798	65.697493	115.65908	169.99965	165.7774	180.34809	169.89021	180.2441	152.7231
MCH2	704.20893	758.65795	745.26923	1056.8198	729.31612	640.56563	732.72364	697.64276	753.65477	785.98731	733.10059	762.2484	447.66573	512.98895	653.76184	560.22331	557.63018	524.79348
MCH4	707.34804	966.69376	628.04795	644.8737	499.39301	412.06535	445.81378	455.51456	549.07619	484.6743	404.61313	407.56056	329.61042	398.78674	389.08431	272.65306	285.85587	283.92147
MCH5	191.48623	282.5561	122.5984	559.43302	282.34558	241.88523	424.84729	452.90167	469.57674	755.96324	801.92654	783.17718	226.66619	286.4265	331.47311	293.37138	321.0598	322.87099
MCK1	327.5147	332.23629	295.74176	745.57164	612.51518	609.97145	113.66044	128.03182	161.11888	235.90342	218.99164	198.2727	280.49941	303.92523	369.88058	246.13361	230.93775	244.97196
MCM1	559.80947	408.82659	503.2987	248.18483	359.59975	380.5151	262.63287	280.45065	338.13765	361.36115	333.70155	301.81512	622.38759	724.81562	677.97524	423.48241	404.14106	435.61959
MCM10	41.854914	38.295149	43.016983	385.50021	316.37421	193.12576	91.590455	106.2577	127.19912	295.95156	233.59109	255.55149	152.99968	168.54035	164.48414	382.87451	408.36553	345.42071
MCM2	34.530304	35.190137	34.413586	389.56881	252.91543	196.95003	274.77136	303.9667	233.19838	612.27661	562.07855	539.74236	114.27754	151.96261	178.6782	271.82433	212.63171	302.37125
MCM3	390.29707	300.15117	331.23077	242.08192	462.60531	429.27458	401.6738	424.15983	432.477	590.83084	468.22499	540.84388	247.44393	177.75021	179.51315	381.21705	446.38577	448.94443
MCM4	56.504134	67.275261	68.827172	91.543585	95.648016	77.441516	71.727465	90.580333	82.679426	208.02393	128.26653	196.06967	102.94423	106.83432	121.06701	182.3212	181.65225	198.84753
MCM5	164.28054	135.58553	134.42807	805.58355	596.88041	473.25371	182.07741	219.48312	294.67795	438.56591	372.28579	418.57571	101.99979	109.59728	124.40679	279.28292	264.73352	286.99644
MCM6	47.086778	54.855213	52.695804	347.86562	324.65144	303.07359	412.7088	442.45009	389.0173	607.98745	632.99013	619.05144	193.61071	149.19966	175.33842	389.50437	344.99847	397.69506
MCM7	64.875116	64.170249	53.771228	180.03572	251.99573	194.08182	271.46087	288.28933	310.57784	499.68634	437.98329	410.8651	200.2218	216.4316	275.53181	443.372	395.69212	507.3687
MCR1	30692.208	29202.638	27477.098	8509.4848	13639.959	14468.179	9581.6858	9976.0302	9792.212	11426.304	11626.371	12252.152	6054.8207	4956.7442	5890.5361	10972.421	11507.459	10532.769
MCT1	169.5124	151.11059	173.14336	323.454	302.57882	233.28062	78.348461	98.419016	130.37909	169.42155	150.1657	167.43028	160.55522	108.67629	140.27074	263.537	316.83533	253.17186
MCX1	39.762168	160.42562	35.489011	259.37349	227.16404	163.48764	52.967974	64.451391	121.89915	244.48173	166.85078	186.15604	205.88846	319.58198	382.40475	285.91278	295.71297	364.89547
MDE1	87.895319	65.205253	69.902597	140.36683	162.78557	150.10269	47.450477	66.193321	110.23923	150.12036	117.83836	136.58786	133.16639	164.85641	157.80458	161.60288	150.6728	161.94799
MDH1	9331.553	8972.4499	7793.6018	6558.5893	12764.412	14910.838	25453.318	26101.071	23207.479	24218.703	29154.045	28069.907	6907.6523	6400.8495	7174.6813	15666.363	15148.953	14464.62
MDH2	22170.548	23340.376	21595.601	22864.536	11036.31	11022.509	10033.017	7983.2629	7613.9271	2823.335	3072.1399	2809.9648	6640.375	6755.429	5516.4808	2338.6837	2381.1935	2539.9185
MDH3	1762.0919	2712.7455	1631.4191	1302.9704	2582.4964	2872.9846	3964.8735	4040.4055	4084.1516	13829.302	14114.533	14123.626	6520.4308	7883.6363	6919.1882	14372.711	14340.671	14158.149
MDJ2	21.97383	21.735084	16.131369	48.823245	54.261855	74.573312	24.276988	27.870872	72.079499	46.108396	47.969598	49.568176	56.666548	106.83432	106.038	64.641151	56.32628	86.098931
MDL1	420.64188	461.61179	487.16733	1051.7341	1091.6749	991.44262	495.47126	482.51447	521.51638	775.26443	734.14341	693.95447	483.55455	417.20645	539.37439	881.7716	811.09844	851.76442
MDL2	669.67862	730.71284	561.37162	1047.6655	916.93338	978.05766	726.10264	745.54582	733.51491	925.38478	785.24146	787.58324	517.55448	610.61342	687.99458	884.2578	728.01717	733.89089
MDM1	65.921489	66.240257	77.430569	146.46974	225.32465	179.7408	122.48844	124.54796	134.61907	93.28908	70.91158	82.613627	236.11062	162.09346	147.78524	266.85193	360.48819	276.74656
MDM10	61.735998	60.030233	46.243256	110.86945	103.00556	118.55244	24.276988	18.29026	26.499816	54.686702	44.841146	44.060601	65.166531	90.256583	111.88261	112.70765	94.34652	101.47374
MDM12	20.927457	13.455052	12.905095	64.08051	106.68433	76.485448	39.72598	70.548144	95.399338	107.22883	92.810744	88.121202	57.610991	63.548003	75.979983	111.05018	85.897578	109.67364
MDM20	75.338845	65.205253	79.581418	86.45783	173.82187	226.58814	140.14443	128.03182	126.13912	183.3613	176.23613	127.77574	300.33271	300.24129	279.70653	253.59221	250.65195	303.39623
MDM31	279.38155	277.38108	210.78322	343.79702	549.0564	537.31027	408.2948	425.90176	426.11704	396.74666	369.15734	428.48934	267.27722	233.93033	252.15335	381.21705	367.52898	415.11985
MDM32	475.05327	588.91729	474.26223	520.78128	662.17857	561.21197	1774.4271	1586.8978	1779.7276	1311.4086	1263.8946	1284.3665	509.99894	542.46049	563.58779	1330.9447	1288.4637	1203.3351
MDM35	434.24473	416.07162	393.60539	331.59121	435.93423	453.17628	826.52109	862.2551	836.33419	755.96324	826.95416	707.17265	421.22134	476.14953	449.20034	891.7164	723.7927	862.0143
MDM36	1344.5891	1116.7693	865.71678	1211.4268	1072.3614	1184.5684	478.91876	413.70825	551.19617	778.48129	701.81607	739.11658	592.16543	855.59557	950.16727	619.89207	575.93622	643.69201
MDM38	549.34574	656.19255	506.52497	1285.6788	1292.1679	1305.033	1752.3571	1806.3809	1719.3081	2155.2994	2031.4082	2201.9285	654.49863	812.30925	1006.1086	1369.8952	1302.5452	1313.0087
MDN1	1417.8352	1053.6341	1110.9136	2084.1423	2224.7361	1435.0582	2241.2074	2403.8627	2203.7247	783.84273	915.59363	850.3696	1873.7739	1707.5072	1484.532	1326.8011	1446.1772	1405.2575
MDR1	231.2484	250.47097	245.1968	575.70743	613.43487	522.01318	153.38642	168.0962	182.31873	325.97564	233.59109	239.02876	424.05467	436.54715	455.04496	437.57087	432.3042	430.49465
MDS3	532.60378	535.09708	501.14785	1166.6721	690.68904	594.67436	353.11983	299.61187	357.21752	453.57794	372.28579	404.25601	564.7766	554.4333	599.49042	625.6932	591.42594	698.01633
MDV1	126.61111	150.07558	127.97552	336.67696	368.79668	330.79956	210.7684	212.5154	205.63857	248.77088	246.10489	254.44997	259.72168	249.58708	270.52214	423.48241	452.0184	427.41969
MDY2	306.58724	261.85602	310.7977	510.60977	405.58437	403.46074	64.002968	90.580333	140.97902	203.73477	179.36458	161.92271	406.11026	412.60152	447.53045	413.53762	377.38608	416.14483
MEC1	147.53857	135.58553	157.01199	278.69936	413.86161	342.27238	1790.9796	1694.0264	1421.4501	961.84259	983.37676	999.07413	490.16564	273.53271	229.60984	702.76534	770.26188	645.74198
MEC3	33.483931	39.330153	36.564435	229.87611	194.05511	152.9709	22.069989	33.09666	112.35922	134.03603	118.88118	110.1515	85.944265	174.06627	196.21205	166.57527	140.8157	173.22285
MED1	23.020203	37.260145	15.055944	158.67555	293.38189	242.8413	56.278472	108.87059	257.57821	243.40944	226.29136	240.13028	77.444283	139.06882	177.00831	192.26599	154.89727	211.14738
MED11	186.25437	209.07081	186.04845	208.51594	216.12773	215.11532	99.314951	170.70909	197.15863	201.5902	191.87839	143.19695	224.77731	268.92778	269.68719	194.75219	208.40724	189.62265
MED2	1000.3324	1010.1639	905.50749	1074.1114	996.02693	948.41955	258.21887	367.54712	663.55539	526.49354	540.17939	480.26055	543.99886	629.03313	596.15064	581.77036	604.09936	570.91791
MED4	124.51837	119.02546	100.01448	183.08717	228.08373	214.15925	76.141462	78.386827	124.01914	162.98782	132.4378	132.1818	236.11062	230.24639	288.89093	368.78606	374.56976	348.49567
MED6	246.94399	242.19094	254.87562	384.48306	322.81205	345.14058	145.66193	169.83813	297.85793	271.28893	220.03446	215.89694	300.33271	321.42395	354.85157	406.07903	357.67188	422.29476
MED7	301.35538	299.11616	273.15784	602.15336	491.11577	453.17628	163.31792	215.99926	321.17777	308.81902	314.93084	289.69845	364.55479	361.02633	369.88058	381.21705	346.40662	389.49516
MED8	190.43986	128.3405	186.04845	308.19674	383.51176	275.34761	80.55546	81.870686	114.47921	124.38544	103.23892	110.1515	146.38858	128.01699	121.06701	218.78544	183.06041	197.82254
MEF1	392.38982	393.30153	440.92407	2006.8388	1686.716	1365.2652	811.0721	872.70667	1052.5727	926.45707	776.89892	845.96354	642.22088	699.94901	834.94487	2163.8211	2200.9494	2245.7471
MEF2	33.483931	27.945109	48.394106	69.166264	143.47202	103.25535	52.967974	59.225603	74.199485	90.072215	63.611858	89.222717	107.66644	103.15038	102.69822	214.64177	228.12144	226.52219
MEI5	13.602847	12.420048	7.527972	27.463076	20.233234	15.29709	4.4139978	5.2257885	3.1799779	4.2891531	11.470991	9.9136352	16.055522	27.629566	16.698897	14.917189	12.673413	14.349822
MEK1	8.3709828	13.455052	11.82967	24.411623	53.342163	33.462383	216.28589	192.48321	172.7788	245.55402	271.13251	302.91663	62.333203	46.049277	58.446141	101.10539	123.91782	85.073944
MEP2	35.576677	38.295149	8.6033965	242.08192	125.07817	131.9374	188.69841	155.90269	149.45896	217.67452	136.60907	194.96816	121.83308	96.703482	70.970314	186.46486	236.57038	229.59715
MEP3	130.79661	104.53541	46.243256	5657.3936	732.99489	676.89621	486.64326	509.51438	473.81671	710.92713	532.87966	608.03629	174.72186	342.60662	433.33639	220.4429	185.87673	272.64661
MES1	207.18182	256.681	198.95355	910.3501	987.7497	1037.3339	507.60975	575.7077	669.91535	843.89088	710.15861	762.2484	1035.109	1120.8394	1161.4083	1357.4642	1360.2797	1427.8073
MET1	42.901287	73.485285	22.583916	69.166264	72.655704	110.9039	57.381972	57.483673	75.259477	153.33722	171.02204	153.11059	52.888779	99.466439	106.87294	62.154953	52.101809	61.499236
MET10	403.89992	507.15197	486.0919	754.726	478.24008	358.52554	492.16076	457.25649	447.31689	468.58998	380.62833	365.70299	442.94352	424.57434	519.33571	559.39458	566.07912	521.71852
MET12	308.67999	315.67623	344.13586	793.37774	652.06195	582.24547	512.02375	533.90139	582.99595	643.37297	559.99291	565.07721	512.83226	468.78164	479.25836	721.82619	673.09905	639.59206
MET13	236.48026	252.54098	224.76373	290.90517	323.73175	332.7117	1205.0214	1020.7707	1092.8524	941.46911	1036.5604	1017.7999	301.27715	310.37213	433.33639	532.0464	530.87519	604.74249
MET14	356.81314	350.86636	354.89011	327.5226	414.7813	367.13015	535.19724	526.93367	532.1163	367.79488	333.70155	441.70753	397.61028	340.76465	303.91993	393.64804	433.71236	407.94493
MET16	86.848946	65.205253	68.827172	140.36683	91.969246	88.914333	47.450477	70.548144	73.139492	101.86739	64.654675	89.222717	114.27754	115.12319	115.22239	120.99498	90.122049	111.72361
MET17	245.89762	199.75578	284.98751	173.93281	273.14866	494.28721	80.55546	85.354545	75.259477	881.42097	782.11301	719.28931	730.05403	787.44264	819.91587	622.37827	654.79301	607.81745
MET18	149.63132	126.27049	133.35265	522.81559	334.76806	242.8413	29.794485	31.354731	49.819654	75.06018	49.012415	57.278781	135.99972	154.72557	170.32875	141.71329	177.42778	142.47323
MET2	176.83701	283.5911	162.38911	330.57406	407.42376	330.79956	408.2948	415.45018	404.91719	1358.5892	1444.302	1325.1226	207.77734	289.18946	303.08499	314.91843	259.10089	306.47119
MET22	519.00093	470.92683	574.27672	327.5226	389.02991	438.83526	314.49734	344.03107	370.99742	224.10825	195.00684	187.25755	597.83209	554.4333	593.6458	463.26158	422.4471	455.09435
MET3	80.570709	82.800322	73.128871	121.04096	159.1068	167.31192	155.59342	201.19286	204.57858	343.13225	354.5579	304.01815	126.55529	133.5429	156.13469	150.00062	183.06041	178.34779
MET30	439.4766	480.24187	339.83416	487.2153	319.13328	312.63427	860.72957	813.48107	764.25469	1642.7456	1878.114	1588.3847	464.6657	578.37892	606.16998	510.49935	399.91659	493.01888
MET32	14.64922	33.120129	20.433067	7.1200566	37.707391	45.891269	361.94782	321.38599	328.59772	1448.6615	1641.3945	1626.9377	114.27754	101.30841	116.05734	183.97866	154.89727	151.69812
MET4	161.14142	191.47574	119.37213	560.45017	480.07946	418.75783	436.98578	472.93386	562.85609	893.21614	1081.4016	995.76958	237.05506	326.02888	332.30806	378.73085	305.57007	368.99542
MET5	398.66805	414.00161	372.0969	244.11623	371.55575	431.18671	470.09077	422.4179	437.77696	381.73463	329.53028	370.10905	434.44354	257.87595	326.46345	488.12357	505.52837	460.21929
MET6	5879.569	7133.2477	6050.3386	2678.1584	1389.6553	2209.4734	1015.2195	1301.2213	1089.6724	2072.7332	1813.4594	1882.4892	6645.0972	7407.4867	8483.8749	3678.7445	3840.0442	4537.6187
MET7	20.927457	19.665076	11.82967	99.680793	110.3631	87.002197	51.864474	60.096567	102.81929	152.26494	135.56625	115.65908	113.3331	141.83177	174.50348	237.84629	218.26434	233.6971
MET8	60.689625	67.275261	77.430569	37.634585	68.976934	87.002197	136.83393	124.54796	134.61907	223.03596	197.09248	185.05452	118.99975	102.2294	106.87294	207.18318	228.12144	219.34728
MEU1	269.96419	261.85602	263.47902	350.91708	484.67793	466.56123	209.6649	291.77319	488.65661	552.22846	530.79403	508.89994	470.33235	712.84281	811.56642	502.21202	422.4471	558.61806
MEX67	84.7562	82.800322	90.335664	270.56215	309.01667	326.01922	257.11537	241.25723	272.41811	346.34911	313.88802	333.75905	196.44403	259.71792	268.0173	529.5602	544.95676	593.46763
MF(ALPHA)1	65.921489	64.170249	84.958541	69.166264	88.290476	102.29929	204.1474	216.87022	180.19875	186.57816	178.32177	211.49088	43.444354	38.681393	41.747244	128.45357	163.34621	102.49873
MGA1	453.07944	416.07162	374.24775	2694.4329	1179.9654	929.29819	428.15779	320.51503	280.89805	592.97542	557.90728	576.09236	284.27718	466.93967	454.21001	411.88016	456.24287	440.74453
MGA2	2241.3306	2219.0486	1936.8396	5865.9095	3210.6464	2811.7963	2216.9304	2245.3471	1984.3062	3401.2984	3005.3996	2861.736	801.83166	1224.9108	1390.1832	2690.0664	2616.3557	2642.4172
MGM1	372.50873	327.06127	398.98251	826.94372	924.29092	717.05107	297.94485	344.90204	358.27751	437.49362	308.67393	399.84995	390.99918	444.83602	565.25768	585.08529	657.60932	589.36768
MGM101	206.13545	185.26572	202.17982	403.80893	468.12346	380.5151	158.90392	194.22514	262.87817	280.93953	248.19053	295.20603	328.66598	333.39677	352.34674	450.00186	429.48789	427.41969
MGR1	677.00323	676.89263	624.82167	1160.5692	1637.0526	1420.7172	412.7088	487.74026	776.9746	625.14407	548.52192	582.70145	627.1098	594.03568	615.35437	683.70449	718.16007	694.94137
MGR2	272.05694	288.76612	343.06044	497.38681	816.6869	586.06974	222.90689	272.61197	368.87744	277.72266	263.83279	248.9424	381.55476	338.00169	303.08499	536.19006	522.42625	522.74351
